timestamp,machine_id,container_class,git_sha,outer_jobs,profile_base_sha,enforcement_kind,runner_name,step,classification,inner_jobs,elapsed_s,returncode,ok,timed_out,cpu_timed_out,oom_kills,peak_bytes,thread_peak,effective_cores,user_s,sys_s,throttled_s,quota_utilization_pct,external_cpu_s,external_cores,co_tenants_start,co_tenants_end,ambient_bucket,load1_start,load1_end,load5_start,load5_end,host_cpu_psi_avg10_start,host_cpu_psi_avg10_end,host_cpu_psi_avg60_start,host_cpu_psi_avg60_end,host_memory_psi_avg10_start,host_memory_psi_avg10_end,host_memory_psi_avg60_start,host_memory_psi_avg60_end,host_io_psi_avg10_start,host_io_psi_avg10_end,host_io_psi_avg60_start,host_io_psi_avg60_end,step_cpu_psi_avg10_start,step_cpu_psi_avg10_end,step_cpu_psi_avg60_start,step_cpu_psi_avg60_end,run_id,started_offset_s,finished_offset_s,memory_max_bytes,memory_events_low,memory_events_high,memory_events_max,memory_events_oom,memory_events_oom_kill,cpu.burst_usec,cpu.nice_usec,cpu.nr_bursts,cpu.nr_periods,cpu.nr_throttled,cpu.system_usec,cpu.throttled_usec,cpu.usage_usec,cpu.user_usec,sweep_id,sweep_logical_cpus,sweep_mode,sweep_pass,sweep_physical_cores,sweep_repeat,sweep_sample,sweep_target_s,sweep_width_source,workload_digest
2026-08-28T20:30:20,AMD_EPYC_9D64_88-Core_Processor,affinity176_cpu-max-15840000_100000,1bdc4e0f38149c807f27fe18fc00c4ada1725f4f,1,1bdc4e0f38149c807f27fe18fc00c4ada1725f4f,cgroup-v2,sweep,build.dagrun,cpu-bound,8,11.035,0,true,false,false,0,606208000,38,4.5035,48.269,1.429,0.044,56.29,17.461,1.582,0,0,moderate,5.310,6.760,3.690,4.050,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18d012293c157122003f0e84,0.002,11.037,17179869184,0,0,0,0,0,0,0,0,110,6,1429398,43571,49698797,48269398,18d011e41db30ce5003f0e84,158,target-time,1,88,2,11,0.000000,power-of-two,2f4c4ac59ef7e17b
2026-08-28T20:30:31,AMD_EPYC_9D64_88-Core_Processor,affinity176_cpu-max-15840000_100000,1bdc4e0f38149c807f27fe18fc00c4ada1725f4f,1,1bdc4e0f38149c807f27fe18fc00c4ada1725f4f,cgroup-v2,sweep,build.dagrun,cpu-bound,8,10.875,0,true,false,false,0,610500608,37,4.5557,48.128,1.416,0.083,56.95,19.285,1.773,0,0,moderate,6.760,6.670,4.050,4.110,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18d0122bc54559e1003f0e84,0.001,10.876,17179869184,0,0,0,0,0,0,0,0,109,3,1416498,82777,49544630,48128132,18d011e41db30ce5003f0e84,158,target-time,1,88,3,12,0.000000,power-of-two,2f4c4ac59ef7e17b
2026-08-28T20:30:40,AMD_EPYC_9D64_88-Core_Processor,affinity176_cpu-max-15840000_100000,1bdc4e0f38149c807f27fe18fc00c4ada1725f4f,1,1bdc4e0f38149c807f27fe18fc00c4ada1725f4f,cgroup-v2,sweep,build.dagrun,cpu-bound,16,9.490,0,true,false,false,0,744419328,40,5.2525,48.370,1.478,0.003,32.83,12.271,1.293,0,0,moderate,6.670,6.540,4.110,4.170,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18d0122dfbec6836003f0e84,0.001,9.492,17179869184,0,0,0,0,0,0,0,0,95,3,1478413,2692,49848700,48370286,18d011e41db30ce5003f0e84,158,target-time,1,88,1,13,0.000000,power-of-two,2f4c4ac59ef7e17b
2026-08-28T20:30:50,AMD_EPYC_9D64_88-Core_Processor,affinity176_cpu-max-15840000_100000,1bdc4e0f38149c807f27fe18fc00c4ada1725f4f,1,1bdc4e0f38149c807f27fe18fc00c4ada1725f4f,cgroup-v2,sweep,build.dagrun,cpu-bound,16,9.367,0,true,false,false,0,751144960,40,5.3300,48.391,1.534,0.014,33.31,13.426,1.433,0,0,moderate,6.540,6.310,4.170,4.200,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18d012302b394a3c003f0e84,0.001,9.368,17179869184,0,0,0,0,0,0,0,0,94,6,1533907,14379,49924436,48390529,18d011e41db30ce5003f0e84,158,target-time,1,88,2,14,0.000000,power-of-two,2f4c4ac59ef7e17b
2026-08-28T20:30:59,AMD_EPYC_9D64_88-Core_Processor,affinity176_cpu-max-15840000_100000,1bdc4e0f38149c807f27fe18fc00c4ada1725f4f,1,1bdc4e0f38149c807f27fe18fc00c4ada1725f4f,cgroup-v2,sweep,build.dagrun,cpu-bound,16,9.349,0,true,false,false,0,760164352,40,5.3330,48.428,1.430,0.011,33.33,19.732,2.111,0,0,busy,6.310,6.690,4.200,4.350,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18d01232598006af003f0e84,0.002,9.351,17179869184,0,0,0,0,0,0,0,0,93,3,1430186,11176,49858430,48428243,18d011e41db30ce5003f0e84,158,target-time,1,88,3,15,0.000000,power-of-two,2f4c4ac59ef7e17b
2026-08-28T20:31:09,AMD_EPYC_9D64_88-Core_Processor,affinity176_cpu-max-15840000_100000,1bdc4e0f38149c807f27fe18fc00c4ada1725f4f,1,1bdc4e0f38149c807f27fe18fc00c4ada1725f4f,cgroup-v2,sweep,build.dagrun,cpu-bound,32,9.648,0,true,false,false,0,744611840,40,5.2082,48.714,1.537,0.000,16.28,21.439,2.222,0,0,busy,6.690,6.420,4.350,4.370,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18d0123499980051003f0e84,0.002,9.650,17179869184,0,0,0,0,0,0,0,0,97,0,1537156,0,50251454,48714298,18d011e41db30ce5003f0e84,158,target-time,1,88,1,16,0.000000,power-of-two,2f4c4ac59ef7e17b
2026-08-28T20:31:18,AMD_EPYC_9D64_88-Core_Processor,affinity176_cpu-max-15840000_100000,1bdc4e0f38149c807f27fe18fc00c4ada1725f4f,1,1bdc4e0f38149c807f27fe18fc00c4ada1725f4f,cgroup-v2,sweep,build.dagrun,cpu-bound,32,9.329,0,true,false,false,0,755642368,40,5.3381,48.362,1.435,0.000,16.68,13.983,1.499,0,0,moderate,6.420,7.170,4.370,4.590,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18d01236c6a40bf6003f0e84,0.001,9.330,17179869184,0,0,0,0,0,0,0,0,93,0,1435183,0,49796997,48361813,18d011e41db30ce5003f0e84,158,target-time,1,88,2,17,0.000000,power-of-two,2f4c4ac59ef7e17b
2026-08-28T20:31:27,AMD_EPYC_9D64_88-Core_Processor,affinity176_cpu-max-15840000_100000,1bdc4e0f38149c807f27fe18fc00c4ada1725f4f,1,1bdc4e0f38149c807f27fe18fc00c4ada1725f4f,cgroup-v2,sweep,build.dagrun,cpu-bound,32,9.307,0,true,false,false,0,749027328,40,5.3574,48.305,1.557,0.000,16.74,13.638,1.465,0,0,moderate,7.170,7.500,4.590,4.730,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18d01238f25b6fdc003f0e84,0.001,9.308,17179869184,0,0,0,0,0,0,0,0,94,0,1557072,0,49861925,48304853,18d011e41db30ce5003f0e84,158,target-time,1,88,3,18,0.000000,power-of-two,2f4c4ac59ef7e17b
2026-08-28T20:31:37,AMD_EPYC_9D64_88-Core_Processor,affinity176_cpu-max-15840000_100000,1bdc4e0f38149c807f27fe18fc00c4ada1725f4f,1,1bdc4e0f38149c807f27fe18fc00c4ada1725f4f,cgroup-v2,sweep,build.dagrun,cpu-bound,64,9.308,0,true,false,false,0,738586624,41,5.3699,48.495,1.491,0.000,8.39,14.904,1.601,0,0,moderate,7.500,6.740,4.730,4.660,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18d0123b1e2f4186003f0e84,0.001,9.310,17179869184,0,0,0,0,0,0,0,0,93,0,1491342,0,49985924,48494581,18d011e41db30ce5003f0e84,158,target-time,1,88,1,19,0.000000,power-of-two,2f4c4ac59ef7e17b
2026-08-28T20:31:46,AMD_EPYC_9D64_88-Core_Processor,affinity176_cpu-max-15840000_100000,1bdc4e0f38149c807f27fe18fc00c4ada1725f4f,1,1bdc4e0f38149c807f27fe18fc00c4ada1725f4f,cgroup-v2,sweep,build.dagrun,cpu-bound,64,9.327,0,true,false,false,0,755105792,40,5.3735,48.561,1.558,0.000,8.40,14.511,1.556,0,0,moderate,6.740,6.360,4.660,4.620,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18d0123d4b23426f003f0e84,0.001,9.328,17179869184,0,0,0,0,0,0,0,0,93,0,1557506,0,50118646,48561140,18d011e41db30ce5003f0e84,158,target-time,1,88,2,20,0.000000,power-of-two,2f4c4ac59ef7e17b
2026-08-28T20:31:55,AMD_EPYC_9D64_88-Core_Processor,affinity176_cpu-max-15840000_100000,1bdc4e0f38149c807f27fe18fc00c4ada1725f4f,1,1bdc4e0f38149c807f27fe18fc00c4ada1725f4f,cgroup-v2,sweep,build.dagrun,cpu-bound,64,9.308,0,true,false,false,0,753299456,40,5.3697,48.549,1.434,0.000,8.39,18.807,2.020,0,0,busy,6.360,6.130,4.620,4.630,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18d0123f76f43d41003f0e84,0.002,9.310,17179869184,0,0,0,0,0,0,0,0,94,0,1433794,0,49982607,48548813,18d011e41db30ce5003f0e84,158,target-time,1,88,3,21,0.000000,power-of-two,2f4c4ac59ef7e17b
2026-08-28T20:32:05,AMD_EPYC_9D64_88-Core_Processor,affinity176_cpu-max-15840000_100000,1bdc4e0f38149c807f27fe18fc00c4ada1725f4f,1,1bdc4e0f38149c807f27fe18fc00c4ada1725f4f,cgroup-v2,sweep,build.dagrun,cpu-bound,88,9.387,0,true,false,false,0,731713536,40,5.3186,48.507,1.420,0.000,6.04,19.043,2.029,0,0,busy,6.130,5.800,4.630,4.610,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18d01241a778edc8003f0e84,0.001,9.388,17179869184,0,0,0,0,0,0,0,0,94,0,1420086,0,49927221,48507135,18d011e41db30ce5003f0e84,158,target-time,1,88,1,22,0.000000,physical-cores,2f4c4ac59ef7e17b
2026-08-28T20:32:14,AMD_EPYC_9D64_88-Core_Processor,affinity176_cpu-max-15840000_100000,1bdc4e0f38149c807f27fe18fc00c4ada1725f4f,1,1bdc4e0f38149c807f27fe18fc00c4ada1725f4f,cgroup-v2,sweep,build.dagrun,cpu-bound,88,9.329,0,true,false,false,0,738861056,40,5.3518,48.454,1.471,0.000,6.08,13.214,1.417,0,0,moderate,5.800,6.330,4.610,4.750,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18d01243d494553d003f0e84,0.001,9.330,17179869184,0,0,0,0,0,0,0,0,94,0,1471466,0,49925767,48454300,18d011e41db30ce5003f0e84,158,target-time,1,88,2,23,0.000000,physical-cores,2f4c4ac59ef7e17b
2026-08-28T20:32:23,AMD_EPYC_9D64_88-Core_Processor,affinity176_cpu-max-15840000_100000,1bdc4e0f38149c807f27fe18fc00c4ada1725f4f,1,1bdc4e0f38149c807f27fe18fc00c4ada1725f4f,cgroup-v2,sweep,build.dagrun,cpu-bound,88,9.326,0,true,false,false,0,739745792,40,5.3581,48.497,1.476,0.000,6.09,15.077,1.617,0,0,moderate,6.330,5.580,4.750,4.650,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.06,0.00,0.00,0.00,0.00,18d012460179308e003f0e84,0.001,9.328,17179869184,0,0,0,0,0,0,0,0,94,0,1475855,0,49972620,48496765,18d011e41db30ce5003f0e84,158,target-time,1,88,3,24,0.000000,physical-cores,2f4c4ac59ef7e17b
2026-08-28T20:32:33,AMD_EPYC_9D64_88-Core_Processor,affinity176_cpu-max-15840000_100000,1bdc4e0f38149c807f27fe18fc00c4ada1725f4f,1,1bdc4e0f38149c807f27fe18fc00c4ada1725f4f,cgroup-v2,sweep,build.dagrun,cpu-bound,158,9.330,0,true,false,false,0,735473664,40,5.3542,48.516,1.439,0.000,3.39,22.685,2.431,0,0,busy,5.580,7.000,4.650,4.970,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.10,0.06,0.05,0.00,0.00,0.00,0.00,18d012482e8ee197003f0e84,0.001,9.331,17179869184,0,0,0,0,0,0,0,0,94,0,1438925,0,49954798,48515872,18d011e41db30ce5003f0e84,158,target-time,1,88,1,25,0.000000,logical-threads,2f4c4ac59ef7e17b
2026-08-28T20:32:42,AMD_EPYC_9D64_88-Core_Processor,affinity176_cpu-max-15840000_100000,1bdc4e0f38149c807f27fe18fc00c4ada1725f4f,1,1bdc4e0f38149c807f27fe18fc00c4ada1725f4f,cgroup-v2,sweep,build.dagrun,cpu-bound,158,9.328,0,true,false,false,0,753590272,40,5.3542,48.440,1.506,0.000,3.39,17.004,1.823,0,0,moderate,7.000,6.800,4.970,4.990,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.03,0.05,0.04,0.00,0.00,0.00,0.00,18d0124a5b98259a003f0e84,0.001,9.330,17179869184,0,0,0,0,0,0,0,0,93,0,1505824,0,49945976,48440151,18d011e41db30ce5003f0e84,158,target-time,1,88,2,26,0.000000,logical-threads,2f4c4ac59ef7e17b
2026-08-28T20:32:52,AMD_EPYC_9D64_88-Core_Processor,affinity176_cpu-max-15840000_100000,1bdc4e0f38149c807f27fe18fc00c4ada1725f4f,1,1bdc4e0f38149c807f27fe18fc00c4ada1725f4f,cgroup-v2,sweep,build.dagrun,cpu-bound,158,9.409,0,true,false,false,0,741769216,40,5.3077,48.389,1.552,0.000,3.36,13.549,1.440,0,0,moderate,6.800,6.070,4.990,4.890,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.00,0.00,0.00,0.00,18d0124c8d65e3af003f0e84,0.001,9.411,17179869184,0,0,0,0,0,0,0,0,94,0,1551999,0,49940772,48388772,18d011e41db30ce5003f0e84,158,target-time,1,88,3,27,0.000000,logical-threads,2f4c4ac59ef7e17b
